Agency_Name,Outlayed_Amount
"Department of Energy",6616.21
"Department of Energy",112026.87
"Department of Energy",575012.31
"Department of Energy",4932859.20
"Department of Energy",1726453.17
"Department of Energy",74215.02
"Department of Energy",212715.13
"Department of Energy",400875.50
"Department of Energy",903097.94
"Department of Energy",479782.20
"Department of Energy",236115.89
"Department of Energy",613784.32
"Department of Energy",419902.13
"Department of Energy",216457.45
"Department of Energy",531911.29
"Department of Energy",235186.00
"Department of Energy",288629.27
"Department of Energy",283800.05
"Department of Energy",295716.20
"Department of Energy",1055384.77
"Department of Energy",1414745.67
"Department of Energy",90415.00
"Department of Energy",600950.98
"Department of Energy",27178.00
"Department of Energy",320437.45
"Department of Energy",1496004.91
"Department of Energy",125318.40
"Department of Energy",387044.48
"Department of Energy",786578.95
"Department of Energy",794063.58
"Department of Energy",1241534.95
"Department of Energy",634050.30
"Department of Energy",535333.93
"Department of Energy",573253.86
"Department of Energy",56231.60
"Department of Energy",169331.83
"Department of Energy",603583.92
"Department of Energy",633250.98
"Department of Energy",989085.01
"Department of Energy",84150.00
"Department of Energy",857750.92
"Department of Energy",889993.37
"Department of Energy",765696.42
"Department of Energy",1309188.33
"Department of Energy",206973.75
"Department of Energy",58747.80
"Department of Energy",338108.58
"Department of Energy",199639.04
"Department of Energy",0.00
"Department of Energy",250000.00
"Department of Energy",3058686.32
"Department of Energy",58202469.18
"Department of Energy",42656.68
"Department of Energy",2471.94
"Department of Energy",3431.21
"Department of Energy",81040.75
"Department of Energy",144550.68
"Department of Energy",45152.87
"Department of Energy",25000.00
"Department of Energy",4529.85
"Department of Energy",5017.14
"Department of Energy",6052107.13
"Department of Energy",170576.58
"Department of Energy",16673.17
"Department of Energy",22310.18
"Department of Energy",6652.90
"Department of Energy",491435.48
"Department of Energy",245000.00
"Department of Energy",563494.30
"Department of Energy",8339.85
"Department of Energy",272134.79
"Department of Energy",41704.00
"Department of Energy",1098760.72
"Department of Energy",62820.42
"Department of Energy",60000.00
"Department of Energy",408461.15
"Department of Energy",1500.00
"Department of Energy",71939.11
"Department of Energy",1500.00
"Department of Energy",120000.00
"Department of Energy",62808.72
"Department of Energy",8711.62
"Department of Energy",119804.00
"Department of Energy",82535.00
"Department of Energy",44544.00
"Department of Energy",11817534.84
"Department of Energy",27988166.70
"Department of Energy",8420000.00
"Department of Energy",2296650.65
"Department of Energy",5135940.00
"Department of Energy",5616000.00
"Department of Energy",3586000.00
"Department of Energy",3373438.65
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",5585.04
"Department of Energy",117171.80
"Department of Energy",2831477.81
"Department of Energy",3100.00
"Department of Energy",6782621.18
"Department of Energy",35675.83
"Department of Energy",174210.82
"Department of Energy",58134.15
"Department of Energy",15505.54
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",660579.86
"Department of Energy",0.00
"Department of Energy",62993.24
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",15154.86
"Department of Energy",318994.12
"Department of Energy",143814.44
"Department of Energy",864134.00
"Department of Energy",133959.34
"Department of Energy",3115.80
"Department of Energy",0.00
"Department of Energy",21519000.00
"Department of Energy",3660000.00
"Department of Energy",83263.55
"Department of Energy",4118814.00
"Department of Energy",26966.75
"Department of Energy",3226325.17
"Department of Energy",12912.00
"Department of Energy",10057554.88
"Department of Energy",1161630.23
"Department of Energy",359255.00
"Department of Energy",39753.37
"Department of Energy",97905.00
"Department of Energy",684195.00
"Department of Energy",610885.00
"Department of Energy",1102105.20
"Department of Energy",233417.00
"Department of Energy",234669.92
"Department of Energy",29022.10
"Department of Energy",1056453.93
"Department of Energy",51996.39
"Department of Energy",508681.38
"Department of Energy",13975.15
"Department of Energy",273000.00
"Department of Energy",332768.00
"Department of Energy",391874.92
"Department of Energy",46083.53
"Department of Energy",252083.00
"Department of Energy",2372.76
"Department of Energy",353784.00
"Department of Energy",2279.96
"Department of Energy",2067696.00
"Department of Energy",169045.00
"Department of Energy",0.00
"Department of Energy",326161.00
"Department of Energy",677008.71
"Department of Energy",364298.98
"Department of Energy",77959.00
"Department of Energy",282002.67
"Department of Energy",437562.92
"Department of Energy",143291.17
"Department of Energy",3070789.56
"Department of Energy",974259.00
"Department of Energy",6393250.60
"Department of Energy",503024.65
"Department of Energy",153465.63
"Department of Energy",1153171.65
"Department of Energy",1075105.98
"Department of Energy",1795881.39
"Department of Energy",1352787.68
"Department of Energy",6341011.66
"Department of Energy",208329.15
"Department of Energy",27789049.69
"Department of Energy",0.00
"Department of Energy",4746502.89
"Department of Energy",64261291.67
"Department of Energy",13494766.62
"Department of Energy",1060235.85
"Department of Energy",204508.56
"Department of Energy",6565366.88
"Department of Energy",337212.79
"Department of Energy",344045.61
"Department of Energy",148965.22
"Department of Energy",129769.83
"Department of Energy",116884.05
"Department of Energy",0.00
"Department of Energy",285484.77
"Department of Energy",6002805.50
"Department of Energy",3765771.27
"Department of Energy",664497.47
"Department of Energy",1030160.62
"Department of Energy",157764.36
"Department of Energy",34782.71
"Department of Energy",391614.02
"Department of Energy",28355.21
"Department of Energy",641991.69
"Department of Energy",580000.00
"Department of Energy",1332.83
"Department of Energy",7628.54
"Department of Energy",284302.54
"Department of Energy",520542.03
"Department of Energy",16125148.44
"Department of Energy",1430127.54
"Department of Energy",1070542.96
"Department of Energy",4930432.30
"Department of Energy",51510.86
"Department of Energy",1709047.68
"Department of Energy",26800.00
"Department of Energy",74676.00
"Department of Energy",564968.49
"Department of Energy",114844.37
"Department of Energy",1034121.44
"Department of Energy",6978916.64
"Department of Energy",341393.00
"Department of Energy",3509268.00
"Department of Energy",3457881.33
"Department of Energy",698024.36
"Department of Energy",1246963.07
"Department of Energy",587900.75
"Department of Energy",3164316.97
"Department of Energy",2960835.05
"Department of Energy",4156460.10
"Department of Energy",351814.60
"Department of Energy",1468867.86
"Department of Energy",867751.77
"Department of Energy",1279300.40
"Department of Energy",141251.84
"Department of Energy",200197.05
"Department of Energy",375031.98
"Department of Energy",30893.38
"Department of Energy",10984.52
"Department of Energy",0.00
"Department of Energy",16933069.87
"Department of Energy",7314772.92
"Department of Energy",5170302.53
"Department of Energy",17169802.16
"Department of Energy",2729040.85
"Department of Energy",20236183.88
"Department of Energy",2344620.08
"Department of Energy",1359050.62
"Department of Energy",2453319.36
"Department of Energy",22513772.23
"Department of Energy",1625726.21
"Department of Energy",11143966.32
"Department of Energy",1937829.59
"Department of Energy",9844.58
"Department of Energy",883184.43
"Department of Energy",13801713.38
"Department of Energy",6263032.43
"Department of Energy",20135539.25
"Department of Energy",604569.77
"Department of Energy",2632186.58
"Department of Energy",77525.00
"Department of Energy",412020.31
"Department of Energy",0.00
"Department of Energy",96899.03
"Department of Energy",77809.50
"Department of Energy",417315.73
"Department of Energy",273718.88
"Department of Energy",43877.00
"Department of Energy",51442.00
"Department of Energy",45390.00
"Department of Energy",228434.36
"Department of Energy",128710.35
"Department of Energy",632532.98
"Department of Energy",145845.57
"Department of Energy",22804.59
"Department of Energy",33721.76
"Department of Energy",51830.46
"Department of Energy",30000.00
"Department of Energy",68445.11
"Department of Energy",99340.19
"Department of Energy",157355.68
"Department of Energy",138250.82
"Department of Energy",8764152.93
"Department of Energy",130437.49
"Department of Energy",292487.41
"Department of Energy",5552243.32
"Department of Energy",13992946.75
"Department of Energy",5287517.25
"Department of Energy",47293.82
"Department of Energy",107702.28
"Department of Energy",29358.00
"Department of Energy",458955.70
"Department of Energy",171264.13
"Department of Energy",12628.59
"Department of Energy",2358.20
"Department of Energy",3310.80
"Department of Energy",27728.63
"Department of Energy",34595.36
"Department of Energy",190740.52
"Department of Energy",2512259.33
"Department of Energy",444698.52
"Department of Energy",1443553.73
"Department of Energy",8000.00
"Department of Energy",153810.00
"Department of Energy",656449.00
"Department of Energy",196686.96
"Department of Energy",275364.00
"Department of Energy",4343.46
"Department of Energy",107197.93
"Department of Energy",191328.29
"Department of Energy",210402.54
"Department of Energy",108000.00
"Department of Energy",94898.20
"Department of Energy",4156563.00
"Department of Energy",110949959.04
"Department of Energy",744976.72
"Department of Energy",1448968.80
"Department of Energy",312950.00
"Department of Energy",420000.00
"Department of Energy",557000.00
"Department of Energy",785296.48
"Department of Energy",496600.28
"Department of Energy",1083931.74
"Department of Energy",70658.11
"Department of Energy",1549115.98
"Department of Energy",8723760.74
"Department of Energy",2199589.52
"Department of Energy",214118.00
